filename,class_name,num_objects
TEA0112.png,tea,3
FLOUR0005.png,flour,2
TEA0224.png,tea,1
WATER0122.png,water,3
JUICE0029.png,juice,1
CHOCOLATE0241.png,chocolate,1
RICE0015.png,rice,1
TOMATO_SAUCE0057.png,tomato_sauce,2
HONEY0089.png,honey,3
CHOCOLATE0267.png,chocolate,2
CHIPS0144.png,chips,2
RICE0147.png,rice,1
PASTA0112.png,pasta,2
MILK0115.png,milk,2
NUTS0072.png,nuts,3
OIL0028.png,oil,1
SUGAR0087.png,sugar,3
VINEGAR0139.png,vinegar,2
MILK0060.png,milk,2
JAM0068.png,jam,2
CEREAL0092.png,cereal,1
SPICES0098.png,spices,3
BEANS0027.png,beans,2
CANDY0119.png,candy,1
SPICES0147.png,spices,3
CANDY0356.png,candy,1
TOMATO_SAUCE0132.png,tomato_sauce,3
TOMATO_SAUCE0051.png,tomato_sauce,2
BEANS0130.png,beans,2
COFFEE0269.png,coffee,4
VINEGAR0146.png,vinegar,2
JAM0022.png,jam,5
SODA0050.png,soda,3
COFFEE0079.png,coffee,3
JUICE0107.png,juice,2
NUTS0122.png,nuts,2
CANDY0117.png,candy,1
WATER0248.png,water,2
CORN0078.png,corn,3
TOMATO_SAUCE0068.png,tomato_sauce,4
JUICE0259.png,juice,3
JAM0145.png,jam,7
HONEY0113.png,honey,2
TOMATO_SAUCE0038.png,tomato_sauce,2
VINEGAR0129.png,vinegar,2
CANDY0031.png,candy,1
HONEY0143.png,honey,2
JUICE0190.png,juice,4
FISH0026.png,fish,5
SPICES0018.png,spices,1
COFFEE0066.png,coffee,2
SODA0133.png,soda,3
CHOCOLATE0012.png,chocolate,2
VINEGAR0110.png,vinegar,1
MILK0096.png,milk,2
SUGAR0070.png,sugar,1
CEREAL0205.png,cereal,2
JUICE0139.png,juice,4
CHOCOLATE0199.png,chocolate,2
JAM0147.png,jam,4
CHOCOLATE0063.png,chocolate,2
CHOCOLATE0264.png,chocolate,3
HONEY0094.png,honey,2
MILK0092.png,milk,1
CHOCOLATE0275.png,chocolate,1
COFFEE0261.png,coffee,2
SODA0148.png,soda,2
RICE0012.png,rice,1
COFFEE0092.png,coffee,2
SUGAR0050.png,sugar,2
JAM0058.png,jam,8
CHOCOLATE0092.png,chocolate,5
OIL0017.png,oil,2
CHOCOLATE0022.png,chocolate,4
CAKE0122.png,cake,2
WATER0077.png,water,2
HONEY0134.png,honey,2
TEA0103.png,tea,1
SUGAR0014.png,sugar,2
CANDY0061.png,candy,2
TEA0145.png,tea,2
SUGAR0080.png,sugar,2
SUGAR0077.png,sugar,2
SODA0146.png,soda,3
TOMATO_SAUCE0035.png,tomato_sauce,1
CHOCOLATE0244.png,chocolate,4
HONEY0122.png,honey,1
OIL0033.png,oil,3
RICE0064.png,rice,2
CHIPS0086.png,chips,2
WATER0060.png,water,2
CEREAL0275.png,cereal,1
TEA0179.png,tea,1
WATER0013.png,water,4
JUICE0133.png,juice,2
JUICE0207.png,juice,2
JUICE0279.png,juice,2
JAM0024.png,jam,2
CEREAL0266.png,cereal,1
SUGAR0039.png,sugar,8
JUICE0287.png,juice,2
CEREAL0042.png,cereal,1
CANDY0074.png,candy,1
NUTS0152.png,nuts,1
NUTS0082.png,nuts,1
NUTS0001.png,nuts,1
SPICES0131.png,spices,4
CANDY0294.png,candy,2
CANDY0166.png,candy,1
COFFEE0043.png,coffee,2
SUGAR0084.png,sugar,2
CAKE0013.png,cake,2
FLOUR0100.png,flour,1
CAKE0002.png,cake,2
JUICE0039.png,juice,1
SUGAR0027.png,sugar,1
CANDY0059.png,candy,1
SPICES0065.png,spices,2
VINEGAR0131.png,vinegar,3
HONEY0111.png,honey,2
MILK0015.png,milk,3
CAKE0097.png,cake,1
JUICE0014.png,juice,1
FISH0059.png,fish,4
MILK0041.png,milk,3
JUICE0212.png,juice,3
TEA0235.png,tea,1
CHIPS0055.png,chips,5
CEREAL0138.png,cereal,1
CANDY0349.png,candy,1
CEREAL0161.png,cereal,1
COFFEE0070.png,coffee,2
SUGAR0114.png,sugar,5
OIL0085.png,oil,4
TOMATO_SAUCE0074.png,tomato_sauce,2
CHOCOLATE0002.png,chocolate,3
CEREAL0237.png,cereal,1
WATER0174.png,water,3
RICE0022.png,rice,4
SPICES0082.png,spices,5
CEREAL0049.png,cereal,2
HONEY0006.png,honey,1
CANDY0335.png,candy,1
CHIPS0070.png,chips,2
CORN0066.png,corn,2
MILK0151.png,milk,2
NUTS0053.png,nuts,1
SODA0115.png,soda,4
TOMATO_SAUCE0070.png,tomato_sauce,2
NUTS0088.png,nuts,1
SODA0047.png,soda,3
CORN0005.png,corn,8
CEREAL0230.png,cereal,1
TEA0240.png,tea,3
SODA0131.png,soda,3
SUGAR0038.png,sugar,5
CORN0004.png,corn,3
RICE0038.png,rice,4
CHOCOLATE0234.png,chocolate,3
VINEGAR0052.png,vinegar,2
OIL0084.png,oil,4
JUICE0103.png,juice,3
CHOCOLATE0265.png,chocolate,1
BEANS0031.png,beans,2
JAM0140.png,jam,2
BEANS0008.png,beans,2
TEA0133.png,tea,2
RICE0071.png,rice,2
MILK0124.png,milk,4
CANDY0174.png,candy,2
FISH0065.png,fish,4
CHOCOLATE0036.png,chocolate,1
SPICES0119.png,spices,9
WATER0231.png,water,4
TOMATO_SAUCE0060.png,tomato_sauce,2
CEREAL0050.png,cereal,2
CHOCOLATE0207.png,chocolate,2
PASTA0120.png,pasta,2
CHOCOLATE0107.png,chocolate,1
PASTA0002.png,pasta,1
TOMATO_SAUCE0114.png,tomato_sauce,3
CANDY0340.png,candy,7
NUTS0060.png,nuts,3
NUTS0121.png,nuts,1
JUICE0195.png,juice,4
CHIPS0093.png,chips,2
COFFEE0256.png,coffee,5
CANDY0257.png,candy,1
FLOUR0050.png,flour,1
MILK0138.png,milk,4
HONEY0043.png,honey,2
WATER0203.png,water,5
JAM0041.png,jam,6
HONEY0031.png,honey,3
TEA0135.png,tea,1
RICE0032.png,rice,3
TEA0157.png,tea,2
OIL0103.png,oil,2
FLOUR0102.png,flour,1
COFFEE0040.png,coffee,8
COFFEE0165.png,coffee,3
JAM0070.png,jam,2
BEANS0024.png,beans,3
CANDY0006.png,candy,2
CEREAL0151.png,cereal,2
BEANS0112.png,beans,1
JAM0120.png,jam,2
SPICES0047.png,spices,3
RICE0042.png,rice,3
TEA0236.png,tea,1
JUICE0102.png,juice,3
NUTS0112.png,nuts,1
WATER0009.png,water,1
WATER0232.png,water,6
HONEY0126.png,honey,2
NUTS0125.png,nuts,1
HONEY0107.png,honey,1
CHOCOLATE0025.png,chocolate,1
OIL0096.png,oil,4
FISH0066.png,fish,4
CEREAL0221.png,cereal,1
COFFEE0113.png,coffee,3
SODA0119.png,soda,1
JUICE0194.png,juice,3
CANDY0051.png,candy,1
COFFEE0214.png,coffee,1
CHOCOLATE0118.png,chocolate,1
RICE0083.png,rice,2
HONEY0152.png,honey,2
NUTS0047.png,nuts,2
CHOCOLATE0174.png,chocolate,2
CEREAL0115.png,cereal,3
CHOCOLATE0030.png,chocolate,1
CHIPS0074.png,chips,2
CHIPS0092.png,chips,2
SUGAR0009.png,sugar,2
SPICES0122.png,spices,3
CHIPS0165.png,chips,2
SPICES0104.png,spices,3
SODA0037.png,soda,4
COFFEE0117.png,coffee,3
SODA0027.png,soda,6
CEREAL0261.png,cereal,1
JAM0191.png,jam,3
BEANS0039.png,beans,2
JUICE0006.png,juice,3
HONEY0007.png,honey,2
CHIPS0057.png,chips,4
TOMATO_SAUCE0056.png,tomato_sauce,2
TOMATO_SAUCE0088.png,tomato_sauce,2
WATER0074.png,water,2
CHOCOLATE0134.png,chocolate,4
COFFEE0162.png,coffee,4
CORN0065.png,corn,4
COFFEE0133.png,coffee,2
SODA0069.png,soda,3
HONEY0026.png,honey,2
VINEGAR0023.png,vinegar,2
CORN0061.png,corn,3
CANDY0056.png,candy,1
SODA0084.png,soda,6
CHIPS0078.png,chips,1
FLOUR0078.png,flour,3
JAM0232.png,jam,4
CHIPS0167.png,chips,1
MILK0150.png,milk,2
CORN0095.png,corn,2
CANDY0181.png,candy,2
TEA0192.png,tea,2
CHOCOLATE0274.png,chocolate,2
CHOCOLATE0128.png,chocolate,3
NUTS0090.png,nuts,1
CHOCOLATE0082.png,chocolate,6
CAKE0032.png,cake,1
SODA0128.png,soda,4
OIL0073.png,oil,2
CHOCOLATE0040.png,chocolate,2
SUGAR0067.png,sugar,4
HONEY0164.png,honey,3
VINEGAR0144.png,vinegar,4
CANDY0277.png,candy,1
CHOCOLATE0009.png,chocolate,2
SPICES0097.png,spices,3
TEA0063.png,tea,1
CHIPS0027.png,chips,2
TOMATO_SAUCE0062.png,tomato_sauce,2
CHOCOLATE0252.png,chocolate,6
VINEGAR0122.png,vinegar,1
CHIPS0136.png,chips,1
BEANS0016.png,beans,2
CHIPS0038.png,chips,2
CHOCOLATE0021.png,chocolate,10
TOMATO_SAUCE0167.png,tomato_sauce,2
WATER0193.png,water,2
CEREAL0179.png,cereal,2
NUTS0005.png,nuts,2
OIL0082.png,oil,2
CANDY0204.png,candy,1
CORN0075.png,corn,4
BEANS0005.png,beans,1
CHOCOLATE0171.png,chocolate,1
TEA0000.png,tea,3
SODA0174.png,soda,3
BEANS0061.png,beans,2
CAKE0021.png,cake,2
FISH0019.png,fish,1
CHOCOLATE0005.png,chocolate,1
CHOCOLATE0240.png,chocolate,1
MILK0136.png,milk,4
CEREAL0262.png,cereal,1
NUTS0138.png,nuts,3
JAM0106.png,jam,4
NUTS0015.png,nuts,1
SODA0094.png,soda,5
HONEY0056.png,honey,1
NUTS0013.png,nuts,4
WATER0236.png,water,4
SODA0077.png,soda,3
PASTA0157.png,pasta,2
CAKE0046.png,cake,2
CAKE0060.png,cake,2
OIL0041.png,oil,3
WATER0141.png,water,8
BEANS0111.png,beans,1
FISH0071.png,fish,1
FISH0053.png,fish,1
COFFEE0240.png,coffee,3
HONEY0013.png,honey,2
CHOCOLATE0113.png,chocolate,3
JUICE0300.png,juice,2
CHIPS0071.png,chips,1
NUTS0063.png,nuts,1
OIL0078.png,oil,4
COFFEE0008.png,coffee,2
CAKE0067.png,cake,1
CHOCOLATE0006.png,chocolate,5
CAKE0118.png,cake,2
CAKE0050.png,cake,1
COFFEE0286.png,coffee,2
BEANS0054.png,beans,2
CEREAL0079.png,cereal,2
TOMATO_SAUCE0080.png,tomato_sauce,4
VINEGAR0029.png,vinegar,3
CHIPS0148.png,chips,2
TOMATO_SAUCE0030.png,tomato_sauce,1
CHIPS0100.png,chips,6
CEREAL0044.png,cereal,3
TEA0213.png,tea,1
CEREAL0199.png,cereal,1
WATER0064.png,water,8
COFFEE0188.png,coffee,1
COFFEE0114.png,coffee,2
JAM0146.png,jam,5
CANDY0131.png,candy,2
CAKE0030.png,cake,2
NUTS0038.png,nuts,2
HONEY0137.png,honey,1
CAKE0098.png,cake,1
JAM0240.png,jam,1
COFFEE0063.png,coffee,1
JAM0046.png,jam,1
PASTA0060.png,pasta,3
PASTA0093.png,pasta,2
RICE0127.png,rice,2
NUTS0102.png,nuts,1
CHOCOLATE0066.png,chocolate,1
COFFEE0212.png,coffee,6
JUICE0297.png,juice,2
SODA0086.png,soda,2
CHOCOLATE0112.png,chocolate,1
JUICE0152.png,juice,3
WATER0239.png,water,2
JUICE0289.png,juice,2
TEA0088.png,tea,3
CHOCOLATE0011.png,chocolate,2
CHIPS0154.png,chips,2
RICE0019.png,rice,2
JUICE0053.png,juice,3
TOMATO_SAUCE0111.png,tomato_sauce,1
CEREAL0021.png,cereal,2
TEA0152.png,tea,2
VINEGAR0127.png,vinegar,2
CORN0027.png,corn,3
CAKE0145.png,cake,1
VINEGAR0050.png,vinegar,3
JAM0206.png,jam,3
MILK0153.png,milk,2
FLOUR0058.png,flour,2
BEANS0105.png,beans,3
MILK0067.png,milk,3
TEA0277.png,tea,2
MILK0147.png,milk,2
FISH0067.png,fish,3
CEREAL0190.png,cereal,2
WATER0109.png,water,3
NUTS0141.png,nuts,1
JAM0011.png,jam,3
NUTS0049.png,nuts,1
COFFEE0257.png,coffee,2
TEA0079.png,tea,2
JUICE0261.png,juice,2
PASTA0161.png,pasta,1
PASTA0163.png,pasta,2
JAM0039.png,jam,2
RICE0037.png,rice,5
JUICE0058.png,juice,5
NUTS0160.png,nuts,1
CANDY0022.png,candy,1
JUICE0099.png,juice,2
CHOCOLATE0058.png,chocolate,1
JAM0222.png,jam,2
SUGAR0071.png,sugar,1
MILK0014.png,milk,3
JUICE0235.png,juice,3
NUTS0150.png,nuts,1
HONEY0015.png,honey,3
CEREAL0249.png,cereal,1
CANDY0242.png,candy,1
CHOCOLATE0122.png,chocolate,2
MILK0086.png,milk,1
CORN0081.png,corn,1
WATER0131.png,water,3
CAKE0112.png,cake,2
JUICE0180.png,juice,4
CORN0072.png,corn,3
COFFEE0193.png,coffee,3
FLOUR0034.png,flour,4
NUTS0070.png,nuts,6
SODA0109.png,soda,3
CANDY0205.png,candy,1
CORN0034.png,corn,2
CANDY0275.png,candy,1
CHOCOLATE0152.png,chocolate,2
WATER0139.png,water,1
OIL0042.png,oil,3
NUTS0117.png,nuts,1
TEA0183.png,tea,1
SPICES0029.png,spices,3
JUICE0217.png,juice,2
SPICES0040.png,spices,3
JUICE0131.png,juice,3
JAM0089.png,jam,3
CANDY0084.png,candy,1
SUGAR0103.png,sugar,3
WATER0138.png,water,1
FLOUR0076.png,flour,3
NUTS0027.png,nuts,1
SPICES0008.png,spices,2
TOMATO_SAUCE0004.png,tomato_sauce,2
CANDY0241.png,candy,1
CHOCOLATE0034.png,chocolate,2
CEREAL0017.png,cereal,3
CANDY0310.png,candy,2
SODA0124.png,soda,4
CHOCOLATE0052.png,chocolate,1
JUICE0114.png,juice,3
TEA0202.png,tea,2
JUICE0065.png,juice,4
CEREAL0169.png,cereal,1
RICE0051.png,rice,1
CHOCOLATE0225.png,chocolate,1
SPICES0024.png,spices,2
CAKE0121.png,cake,2
TOMATO_SAUCE0107.png,tomato_sauce,3
TEA0066.png,tea,2
FLOUR0057.png,flour,2
HONEY0066.png,honey,1
BEANS0091.png,beans,2
JUICE0153.png,juice,4
SPICES0154.png,spices,4
PASTA0091.png,pasta,2
CEREAL0073.png,cereal,2
TOMATO_SAUCE0076.png,tomato_sauce,1
NUTS0105.png,nuts,2
NUTS0153.png,nuts,1
SODA0014.png,soda,1
SPICES0163.png,spices,4
WATER0055.png,water,4
FISH0045.png,fish,5
SUGAR0073.png,sugar,2
CANDY0370.png,candy,3
PASTA0151.png,pasta,3
FLOUR0055.png,flour,1
OIL0129.png,oil,3
COFFEE0278.png,coffee,3
JUICE0177.png,juice,4
HONEY0179.png,honey,1
JUICE0161.png,juice,3
PASTA0121.png,pasta,4
NUTS0127.png,nuts,1
VINEGAR0069.png,vinegar,1
TEA0141.png,tea,1
HONEY0057.png,honey,2
CANDY0363.png,candy,1
SODA0029.png,soda,3
CHOCOLATE0047.png,chocolate,2
WATER0094.png,water,2
BEANS0019.png,beans,2
BEANS0058.png,beans,2
COFFEE0275.png,coffee,2
CANDY0135.png,candy,2
COFFEE0292.png,coffee,1
CORN0080.png,corn,2
JUICE0240.png,juice,2
TEA0174.png,tea,3
HONEY0096.png,honey,2
CHIPS0020.png,chips,2
VINEGAR0082.png,vinegar,3
WATER0165.png,water,2
TOMATO_SAUCE0143.png,tomato_sauce,3
JAM0182.png,jam,7
JUICE0184.png,juice,3
PASTA0168.png,pasta,2
TOMATO_SAUCE0085.png,tomato_sauce,2
SPICES0036.png,spices,4
SUGAR0091.png,sugar,1
FISH0002.png,fish,1
SPICES0025.png,spices,2
JAM0083.png,jam,4
CEREAL0240.png,cereal,1
HONEY0003.png,honey,1
FLOUR0098.png,flour,2
CORN0067.png,corn,4
TOMATO_SAUCE0095.png,tomato_sauce,2
HONEY0114.png,honey,1
CEREAL0251.png,cereal,1
FISH0008.png,fish,1
OIL0097.png,oil,2
MILK0114.png,milk,2
CHOCOLATE0192.png,chocolate,3
SUGAR0090.png,sugar,1
SODA0049.png,soda,2
TOMATO_SAUCE0152.png,tomato_sauce,3
CORN0089.png,corn,2
JUICE0134.png,juice,4
COFFEE0159.png,coffee,1
COFFEE0243.png,coffee,2
RICE0102.png,rice,1
COFFEE0296.png,coffee,1
JAM0184.png,jam,2
MILK0109.png,milk,2
NUTS0065.png,nuts,1
SPICES0079.png,spices,3
COFFEE0081.png,coffee,1
VINEGAR0091.png,vinegar,4
SPICES0125.png,spices,3
RICE0011.png,rice,1
CANDY0322.png,candy,1
COFFEE0174.png,coffee,2
CANDY0323.png,candy,1
CHOCOLATE0156.png,chocolate,2
TEA0087.png,tea,3
CANDY0060.png,candy,1
COFFEE0135.png,coffee,3
JAM0211.png,jam,5
TEA0110.png,tea,2
CORN0091.png,corn,2
HONEY0115.png,honey,2
VINEGAR0070.png,vinegar,4
TOMATO_SAUCE0069.png,tomato_sauce,2
JUICE0159.png,juice,4
CHOCOLATE0141.png,chocolate,2
COFFEE0089.png,coffee,6
CEREAL0130.png,cereal,1
VINEGAR0054.png,vinegar,3
CHOCOLATE0085.png,chocolate,2
SODA0096.png,soda,5
TEA0164.png,tea,4
FISH0085.png,fish,6
WATER0001.png,water,2
TEA0036.png,tea,2
MILK0047.png,milk,1
CHOCOLATE0130.png,chocolate,1
COFFEE0090.png,coffee,2
NUTS0035.png,nuts,1
FISH0028.png,fish,2
SPICES0206.png,spices,2
JUICE0164.png,juice,4
RICE0056.png,rice,2
SUGAR0110.png,sugar,1
FLOUR0064.png,flour,1
CHIPS0140.png,chips,1
RICE0142.png,rice,2
JUICE0036.png,juice,1
CAKE0040.png,cake,2
MILK0123.png,milk,3
FISH0060.png,fish,1
BEANS0012.png,beans,2
JAM0063.png,jam,7
HONEY0144.png,honey,1
FISH0003.png,fish,1
JUICE0117.png,juice,3
CHOCOLATE0260.png,chocolate,2
NUTS0126.png,nuts,4
COFFEE0137.png,coffee,3
SUGAR0115.png,sugar,1
BEANS0110.png,beans,2
CHIPS0145.png,chips,2
CANDY0341.png,candy,3
SPICES0127.png,spices,1
TEA0238.png,tea,1
PASTA0043.png,pasta,3
CAKE0151.png,cake,2
MILK0045.png,milk,2
CHOCOLATE0144.png,chocolate,2
PASTA0032.png,pasta,2
RICE0070.png,rice,1
CEREAL0220.png,cereal,2
JAM0158.png,jam,3
CANDY0244.png,candy,3
CEREAL0070.png,cereal,2
SPICES0103.png,spices,3
CHOCOLATE0297.png,chocolate,1
CANDY0178.png,candy,1
COFFEE0254.png,coffee,3
WATER0120.png,water,4
CANDY0196.png,candy,3
SODA0104.png,soda,3
CHIPS0169.png,chips,1
CANDY0041.png,candy,1
OIL0024.png,oil,1
SODA0013.png,soda,1
VINEGAR0026.png,vinegar,2
CHOCOLATE0278.png,chocolate,1
CEREAL0101.png,cereal,2
TEA0186.png,tea,2
HONEY0017.png,honey,1
HONEY0049.png,honey,2
CORN0007.png,corn,2
FLOUR0095.png,flour,1
OIL0023.png,oil,1
CHOCOLATE0185.png,chocolate,3
SODA0038.png,soda,4
MILK0078.png,milk,1
CEREAL0217.png,cereal,2
COFFEE0058.png,coffee,1
MILK0032.png,milk,3
CHIPS0073.png,chips,1
OIL0107.png,oil,1
PASTA0064.png,pasta,3
SODA0149.png,soda,4
JUICE0033.png,juice,4
CHOCOLATE0158.png,chocolate,2
SODA0006.png,soda,2
CHOCOLATE0159.png,chocolate,2
TEA0159.png,tea,5
MILK0120.png,milk,2
TOMATO_SAUCE0130.png,tomato_sauce,5
COFFEE0078.png,coffee,2
CEREAL0095.png,cereal,1
WATER0065.png,water,6
PASTA0085.png,pasta,2
SPICES0145.png,spices,2
JAM0020.png,jam,4
MILK0135.png,milk,2
CHIPS0035.png,chips,2
JUICE0084.png,juice,4
WATER0099.png,water,3
COFFEE0279.png,coffee,2
HONEY0068.png,honey,1
SODA0137.png,soda,2
CHIPS0104.png,chips,3
WATER0033.png,water,2
CEREAL0033.png,cereal,1
OIL0113.png,oil,3
CEREAL0139.png,cereal,2
CEREAL0187.png,cereal,2
FLOUR0023.png,flour,1
COFFEE0177.png,coffee,3
COFFEE0102.png,coffee,1
FLOUR0016.png,flour,1
JAM0154.png,jam,3
CANDY0261.png,candy,2
COFFEE0236.png,coffee,3
CHOCOLATE0235.png,chocolate,1
COFFEE0125.png,coffee,2
CAKE0039.png,cake,1
HONEY0157.png,honey,1
TEA0116.png,tea,1
CHOCOLATE0072.png,chocolate,6
TOMATO_SAUCE0081.png,tomato_sauce,2
TOMATO_SAUCE0116.png,tomato_sauce,2
CEREAL0164.png,cereal,1
CANDY0079.png,candy,2
TEA0231.png,tea,1
TOMATO_SAUCE0106.png,tomato_sauce,2
TOMATO_SAUCE0156.png,tomato_sauce,6
COFFEE0251.png,coffee,4
CHOCOLATE0282.png,chocolate,1
COFFEE0061.png,coffee,2
CEREAL0019.png,cereal,1
TEA0009.png,tea,2
CHIPS0040.png,chips,2
JAM0210.png,jam,2
JUICE0008.png,juice,6
SPICES0152.png,spices,4
JUICE0160.png,juice,5
SODA0105.png,soda,2
CEREAL0014.png,cereal,2
CANDY0337.png,candy,1
JAM0005.png,jam,5
WATER0002.png,water,2
MILK0091.png,milk,1
NUTS0080.png,nuts,1
CANDY0286.png,candy,2
COFFEE0171.png,coffee,2
CANDY0281.png,candy,1
CANDY0203.png,candy,1
CANDY0308.png,candy,2
CAKE0038.png,cake,2
CANDY0172.png,candy,1
RICE0066.png,rice,2
COFFEE0049.png,coffee,3
SUGAR0022.png,sugar,4
CEREAL0047.png,cereal,2
COFFEE0164.png,coffee,2
CHIPS0158.png,chips,3
CANDY0184.png,candy,2
CORN0003.png,corn,3
CAKE0124.png,cake,2
SPICES0089.png,spices,3
SPICES0177.png,spices,4
TOMATO_SAUCE0029.png,tomato_sauce,1
FISH0025.png,fish,3
FISH0094.png,fish,3
VINEGAR0113.png,vinegar,3
JUICE0271.png,juice,2
CHIPS0123.png,chips,2
TEA0030.png,tea,1
PASTA0070.png,pasta,5
TEA0257.png,tea,1
CAKE0031.png,cake,1
HONEY0104.png,honey,3
BEANS0127.png,beans,1
JUICE0175.png,juice,3
CORN0011.png,corn,4
TEA0258.png,tea,2
PASTA0118.png,pasta,5
VINEGAR0092.png,vinegar,3
FISH0096.png,fish,3
PASTA0098.png,pasta,3
VINEGAR0088.png,vinegar,2
CANDY0347.png,candy,1
FLOUR0006.png,flour,4
OIL0106.png,oil,3
JAM0117.png,jam,3
OIL0080.png,oil,4
RICE0103.png,rice,1
CANDY0082.png,candy,1
CEREAL0037.png,cereal,1
CAKE0116.png,cake,2
FLOUR0040.png,flour,1
MILK0132.png,milk,2
WATER0052.png,water,3
SPICES0060.png,spices,2
NUTS0157.png,nuts,1
SPICES0096.png,spices,3
COFFEE0128.png,coffee,2
PASTA0139.png,pasta,2
CEREAL0125.png,cereal,2
SUGAR0006.png,sugar,1
VINEGAR0011.png,vinegar,3
BEANS0064.png,beans,2
JUICE0012.png,juice,3
TOMATO_SAUCE0020.png,tomato_sauce,2
CAKE0154.png,cake,2
CAKE0052.png,cake,2
FLOUR0089.png,flour,1
WATER0224.png,water,2
HONEY0103.png,honey,3
RICE0081.png,rice,3
JUICE0056.png,juice,4
TEA0198.png,tea,2
FISH0040.png,fish,2
COFFEE0088.png,coffee,4
BEANS0077.png,beans,2
SUGAR0078.png,sugar,2
SPICES0179.png,spices,3
FISH0070.png,fish,2
SPICES0168.png,spices,3
CANDY0248.png,candy,1
CORN0088.png,corn,2
FLOUR0015.png,flour,1
CANDY0202.png,candy,1
CORN0048.png,corn,2
RICE0055.png,rice,1
SPICES0150.png,spices,4
VINEGAR0037.png,vinegar,4
NUTS0098.png,nuts,4
HONEY0181.png,honey,1
PASTA0128.png,pasta,2
MILK0129.png,milk,2
WATER0254.png,water,2
CEREAL0119.png,cereal,1
CORN0022.png,corn,2
PASTA0086.png,pasta,2
BEANS0048.png,beans,2
SPICES0156.png,spices,2
CEREAL0136.png,cereal,2
BEANS0120.png,beans,2
VINEGAR0130.png,vinegar,2
